Elapsed time,LoadExamResultsHomePage (failure),LoadExamResultsHomePage (success),LoadExamResultsHomePage-0 (success),LoadExamResultsHomePage-1 (failure),LoadExamResultsHomePage-1 (success),SearchExamResults (failure),SearchExamResults (success),SearchExamResults-0 (success),SearchExamResults-1 (failure),SearchExamResults-1 (success),SearchExamResults-2 (failure),SearchExamResults-2 (success)
16:58:38.0,6.0,,,,,45.0,,,,,,
16:58:39.0,46.0,13.0,,12.0,1.0,93.0,41.0,,42.0,,41.0,
16:58:40.0,23.0,11.0,8.0,,11.0,37.0,6.0,12.0,,6.0,,6.0
16:58:41.0,64.0,4.0,,4.0,,15.0,4.0,,4.0,,4.0,
16:58:42.0,20.0,25.0,72.0,,25.0,15.0,30.0,18.0,,29.0,,29.0
16:58:43.0,65.0,,,,,8.0,,,,,,
16:58:44.0,11.0,28.0,127.0,3.0,25.0,3.0,29.0,107.0,10.0,20.0,10.0,19.0
16:58:45.0,8.0,1.0,,,1.0,,,1.0,,,,
16:58:46.0,4.0,7.0,,5.0,2.0,,2.0,,1.0,,1.0,1.0
16:58:47.0,6.0,11.0,12.0,,11.0,14.0,1.0,1.0,,1.0,,1.0
16:58:48.0,25.0,89.0,,89.0,,90.0,82.0,,83.0,,83.0,
16:58:49.0,,25.0,47.0,,25.0,20.0,17.0,46.0,1.0,16.0,1.0,16.0
16:58:51.0,,25.0,26.0,,25.0,,8.0,11.0,,7.0,,7.0
16:58:52.0,116.0,1.0,2.0,,1.0,51.0,,,,,,
16:58:53.0,69.0,32.0,,30.0,2.0,36.0,27.0,,27.0,,27.0,
16:58:54.0,,10.0,1.0,,10.0,21.0,,,,,,1.0
16:58:55.0,7.0,17.0,,17.0,,22.0,10.0,,10.0,,10.0,
16:58:56.0,24.0,28.0,9.0,2.0,26.0,27.0,10.0,12.0,,10.0,,9.0
16:58:57.0,51.0,,,,,14.0,,,,,,
16:58:58.0,17.0,24.0,51.0,,24.0,6.0,24.0,92.0,,24.0,,24.0
16:58:59.0,16.0,1.0,1.0,,1.0,1.0,,5.0,,,,1.0
16:59:00.0,19.0,6.0,4.0,3.0,3.0,65.0,7.0,3.0,7.0,1.0,6.0,
16:59:01.0,12.0,10.0,1.0,,10.0,9.0,,27.0,,,,
16:59:02.0,13.0,25.0,,25.0,,2.0,65.0,,65.0,,65.0,
16:59:03.0,3.0,28.0,68.0,2.0,26.0,24.0,34.0,102.0,5.0,28.0,5.0,29.0
16:59:04.0,22.0,,,,,117.0,,,,,,
16:59:05.0,8.0,23.0,47.0,,23.0,14.0,24.0,89.0,3.0,21.0,3.0,21.0
16:59:06.0,15.0,2.0,3.0,,2.0,,1.0,3.0,,1.0,,1.0
16:59:07.0,15.0,27.0,,26.0,1.0,19.0,65.0,,66.0,1.0,66.0,1.0
16:59:08.0,107.0,11.0,7.0,,11.0,45.0,4.0,1.0,,4.0,,3.0
16:59:09.0,35.0,35.0,,35.0,,45.0,58.0,,58.0,,58.0,
16:59:10.0,1.0,28.0,109.0,3.0,25.0,23.0,70.0,42.0,4.0,65.0,4.0,66.0
16:59:11.0,8.0,,,,,5.0,,,,,,
16:59:12.0,,23.0,114.0,,23.0,1.0,19.0,78.0,,19.0,,18.0
16:59:13.0,53.0,3.0,1.0,,3.0,1.0,,,,,,
16:59:14.0,47.0,51.0,3.0,49.0,2.0,14.0,8.0,,8.0,,8.0,1.0
16:59:15.0,,9.0,29.0,,9.0,13.0,2.0,11.0,,3.0,,3.0
16:59:16.0,12.0,52.0,,52.0,,9.0,48.0,,48.0,,48.0,
16:59:17.0,1.0,40.0,78.0,15.0,25.0,15.0,29.0,25.0,1.0,28.0,1.0,28.0
16:59:18.0,1.0,,,,,10.0,,,,,,
16:59:19.0,2.0,41.0,3.0,18.0,23.0,15.0,14.0,,4.0,9.0,4.0,11.0
16:59:20.0,39.0,3.0,,,3.0,71.0,,,,,,
16:59:21.0,33.0,57.0,,55.0,2.0,54.0,15.0,,15.0,,15.0,
16:59:22.0,10.0,11.0,6.0,,11.0,21.0,4.0,4.0,,4.0,,2.0
16:59:23.0,29.0,3.0,,3.0,,9.0,,,,,,
16:59:24.0,70.0,23.0,31.0,,23.0,13.0,7.0,31.0,,8.0,,7.0
16:59:25.0,38.0,,,,,52.0,,,,,,
16:59:26.0,14.0,22.0,3.0,,22.0,74.0,7.0,28.0,,5.0,,7.0
16:59:27.0,8.0,5.0,6.0,,5.0,2.0,3.0,8.0,,4.0,,2.0
16:59:28.0,4.0,8.0,,8.0,,29.0,25.0,7.0,26.0,1.0,25.0,1.0
16:59:29.0,51.0,14.0,74.0,,14.0,17.0,10.0,91.0,,8.0,,9.0
16:59:30.0,24.0,1.0,,1.0,,2.0,11.0,,12.0,,11.0,
16:59:31.0,,23.0,28.0,,23.0,9.0,7.0,65.0,,7.0,,7.0
16:59:32.0,46.0,,,,,23.0,2.0,,3.0,,2.0,
16:59:33.0,20.0,71.0,28.0,51.0,20.0,55.0,95.0,44.0,56.0,38.0,56.0,40.0
16:59:34.0,11.0,7.0,41.0,,7.0,8.0,18.0,6.0,,17.0,,17.0
16:59:35.0,11.0,4.0,,4.0,,44.0,18.0,,19.0,,20.0,
16:59:36.0,19.0,11.0,17.0,,11.0,35.0,42.0,76.0,,44.0,,42.0
16:59:37.0,60.0,18.0,,18.0,,6.0,21.0,,21.0,,23.0,
16:59:38.0,13.0,49.0,49.0,24.0,25.0,26.0,34.0,32.0,6.0,24.0,6.0,26.0
16:59:39.0,27.0,1.0,3.0,,1.0,3.0,,3.0,,,,
16:59:40.0,31.0,25.0,91.0,5.0,20.0,4.0,78.0,59.0,47.0,31.0,47.0,29.0
16:59:41.0,24.0,6.0,1.0,,6.0,9.0,4.0,9.0,,4.0,,5.0
16:59:42.0,27.0,14.0,,14.0,,,4.0,,4.0,,4.0,
16:59:43.0,3.0,10.0,40.0,,10.0,12.0,15.0,48.0,,16.0,,15.0
16:59:44.0,56.0,40.0,,40.0,,31.0,29.0,,29.0,,29.0,
16:59:45.0,13.0,26.0,21.0,1.0,25.0,65.0,20.0,4.0,9.0,12.0,9.0,10.0
16:59:46.0,3.0,1.0,1.0,,1.0,20.0,,1.0,,,,
16:59:47.0,15.0,32.0,4.0,17.0,15.0,6.0,44.0,15.0,28.0,15.0,28.0,16.0
16:59:48.0,26.0,10.0,9.0,,10.0,32.0,16.0,37.0,,16.0,,18.0
16:59:49.0,61.0,8.0,,8.0,,58.0,3.0,,3.0,,3.0,
16:59:50.0,17.0,13.0,24.0,1.0,12.0,22.0,16.0,5.0,1.0,15.0,1.0,13.0
16:59:51.0,43.0,4.0,,4.0,,14.0,13.0,,13.0,,13.0,
16:59:52.0,31.0,31.0,11.0,6.0,25.0,44.0,28.0,5.0,21.0,6.0,21.0,8.0
16:59:53.0,24.0,1.0,,,1.0,25.0,,,,,,
16:59:54.0,18.0,28.0,33.0,13.0,15.0,24.0,6.0,13.0,2.0,4.0,2.0,4.0
16:59:55.0,20.0,10.0,31.0,,10.0,11.0,9.0,45.0,,9.0,,9.0
16:59:56.0,29.0,7.0,,7.0,,47.0,,,,,1.0,
16:59:57.0,22.0,12.0,77.0,,12.0,16.0,11.0,69.0,,12.0,,10.0
16:59:58.0,6.0,20.0,,20.0,,9.0,6.0,,6.0,,7.0,
16:59:59.0,8.0,47.0,65.0,22.0,25.0,27.0,65.0,115.0,35.0,29.0,35.0,29.0
17:00:00.0,11.0,2.0,2.0,,2.0,26.0,1.0,6.0,,1.0,,
17:00:01.0,6.0,55.0,42.0,40.0,15.0,5.0,38.0,17.0,20.0,18.0,20.0,18.0
17:00:02.0,3.0,9.0,5.0,,9.0,11.0,2.0,6.0,,3.0,,2.0
17:00:03.0,52.0,43.0,,43.0,,41.0,59.0,,59.0,,62.0,
17:00:04.0,27.0,12.0,13.0,2.0,10.0,49.0,29.0,8.0,6.0,23.0,6.0,25.0
17:00:05.0,30.0,10.0,,10.0,,13.0,9.0,,9.0,,9.0,
17:00:06.0,13.0,29.0,67.0,5.0,24.0,33.0,43.0,24.0,5.0,39.0,5.0,36.0
17:00:07.0,63.0,1.0,1.0,,1.0,16.0,,,,,,1.0
17:00:08.0,25.0,23.0,20.0,4.0,19.0,10.0,22.0,28.0,1.0,20.0,1.0,18.0
17:00:09.0,6.0,9.0,18.0,,9.0,10.0,8.0,14.0,,8.0,,7.0
17:00:10.0,34.0,40.0,,40.0,,15.0,19.0,,19.0,,19.0,
17:00:11.0,9.0,11.0,19.0,,11.0,26.0,2.0,2.0,,1.0,,2.0
17:00:12.0,19.0,13.0,,13.0,,1.0,18.0,,18.0,,18.0,
17:00:13.0,16.0,41.0,122.0,18.0,23.0,61.0,24.0,99.0,14.0,11.0,14.0,10.0
17:00:14.0,,,3.0,,,,,2.0,,1.0,,
17:00:15.0,1.0,20.0,15.0,,20.0,2.0,8.0,14.0,,6.0,,8.0
17:00:16.0,14.0,9.0,12.0,,9.0,10.0,7.0,62.0,,7.0,,8.0
17:00:17.0,61.0,70.0,,70.0,,39.0,63.0,,64.0,,63.0,
17:00:18.0,,14.0,12.0,3.0,11.0,28.0,10.0,16.0,2.0,9.0,2.0,7.0
17:00:19.0,7.0,12.0,,12.0,,64.0,8.0,,8.0,,8.0,
17:00:20.0,4.0,34.0,24.0,10.0,24.0,25.0,52.0,9.0,42.0,9.0,42.0,10.0
17:00:21.0,76.0,,,,,26.0,,,,,,
17:00:22.0,18.0,17.0,8.0,9.0,8.0,51.0,24.0,42.0,13.0,11.0,13.0,11.0
17:00:23.0,32.0,20.0,80.0,,20.0,9.0,26.0,47.0,,25.0,,27.0
17:00:24.0,10.0,6.0,,6.0,,10.0,1.0,,1.0,,1.0,
17:00:25.0,5.0,11.0,21.0,,11.0,6.0,7.0,16.0,,7.0,,6.0
17:00:26.0,58.0,1.0,2.0,,1.0,1.0,13.0,5.0,15.0,,15.0,
17:00:27.0,32.0,93.0,136.0,71.0,22.0,18.0,79.0,62.0,46.0,31.0,46.0,31.0
17:00:28.0,,2.0,4.0,,2.0,,,5.0,,,,
17:00:29.0,,4.0,1.0,,4.0,,2.0,29.0,,2.0,,2.0
17:00:30.0,,24.0,22.0,,24.0,,13.0,98.0,,13.0,,13.0
17:00:31.0,44.0,60.0,,60.0,,15.0,26.0,,27.0,,26.0,
17:00:32.0,,11.0,7.0,1.0,10.0,35.0,3.0,12.0,,4.0,,3.0
17:00:33.0,2.0,2.0,2.0,1.0,1.0,59.0,27.0,,27.0,,28.0,
17:00:34.0,12.0,41.0,9.0,20.0,21.0,44.0,78.0,10.0,67.0,10.0,66.0,11.0
17:00:35.0,30.0,4.0,4.0,,4.0,5.0,2.0,14.0,,2.0,,2.0
17:00:36.0,20.0,10.0,8.0,7.0,3.0,15.0,13.0,3.0,12.0,2.0,12.0,1.0
17:00:37.0,80.0,23.0,31.0,,23.0,38.0,40.0,21.0,,40.0,,41.0
17:00:38.0,65.0,6.0,,6.0,,94.0,8.0,,8.0,,8.0,
17:00:39.0,1.0,14.0,4.0,4.0,10.0,11.0,14.0,,2.0,12.0,2.0,12.0
17:00:40.0,8.0,5.0,1.0,4.0,1.0,,3.0,10.0,1.0,3.0,1.0,1.0
17:00:41.0,22.0,44.0,155.0,27.0,17.0,20.0,47.0,97.0,16.0,28.0,16.0,31.0
17:00:42.0,6.0,4.0,41.0,,4.0,1.0,2.0,34.0,,5.0,,5.0
17:00:43.0,2.0,1.0,4.0,,1.0,1.0,4.0,4.0,,5.0,,3.0
17:00:44.0,3.0,26.0,58.0,1.0,25.0,4.0,24.0,18.0,,24.0,,24.0
17:00:45.0,46.0,89.0,,89.0,,5.0,55.0,,55.0,,55.0,
17:00:46.0,,21.0,1.0,10.0,11.0,17.0,18.0,5.0,15.0,2.0,16.0,2.0
17:00:47.0,3.0,5.0,1.0,3.0,2.0,26.0,3.0,2.0,2.0,,3.0,
17:00:48.0,15.0,44.0,8.0,27.0,17.0,62.0,21.0,28.0,15.0,6.0,15.0,6.0
17:00:49.0,44.0,8.0,,,8.0,64.0,,1.0,,,,
17:00:50.0,25.0,2.0,,1.0,1.0,46.0,4.0,,4.0,,4.0,
17:00:51.0,4.0,25.0,25.0,1.0,24.0,6.0,7.0,14.0,2.0,6.0,2.0,5.0
17:00:52.0,59.0,6.0,,6.0,,49.0,17.0,,17.0,,17.0,
17:00:53.0,44.0,10.0,25.0,,10.0,13.0,9.0,19.0,1.0,6.0,1.0,8.0
17:00:54.0,11.0,3.0,2.0,,3.0,1.0,4.0,,,3.0,,4.0
17:00:55.0,6.0,32.0,9.0,15.0,17.0,29.0,16.0,1.0,11.0,5.0,11.0,4.0
17:00:56.0,66.0,8.0,1.0,,8.0,10.0,1.0,13.0,,1.0,,2.0
17:00:57.0,20.0,21.0,,21.0,,136.0,17.0,6.0,17.0,1.0,18.0,
17:00:58.0,1.0,23.0,180.0,,23.0,,33.0,134.0,,35.0,,30.0
17:01:00.0,,9.0,10.0,,9.0,,6.0,8.0,,6.0,,6.0
17:01:01.0,70.0,3.0,4.0,,3.0,15.0,11.0,11.0,3.0,8.0,3.0,9.0
17:01:02.0,23.0,145.0,12.0,125.0,20.0,28.0,102.0,15.0,86.0,13.0,86.0,16.0
17:01:03.0,,8.0,17.0,,8.0,8.0,6.0,4.0,,7.0,,6.0
17:01:04.0,,,,,,9.0,,,,,,
17:01:05.0,11.0,22.0,40.0,,22.0,11.0,15.0,22.0,1.0,14.0,1.0,15.0
17:01:06.0,113.0,4.0,,4.0,,23.0,14.0,,14.0,,14.0,
17:01:07.0,8.0,8.0,47.0,,8.0,7.0,19.0,49.0,1.0,17.0,1.0,16.0
17:01:08.0,3.0,5.0,4.0,,5.0,15.0,7.0,32.0,,8.0,,7.0
17:01:09.0,14.0,42.0,14.0,27.0,15.0,22.0,10.0,45.0,4.0,6.0,4.0,6.0
17:01:10.0,37.0,12.0,14.0,,12.0,,11.0,6.0,,12.0,,11.0
17:01:11.0,17.0,30.0,,30.0,,,24.0,,24.0,,24.0,
17:01:12.0,13.0,24.0,13.0,,24.0,4.0,17.0,64.0,,15.0,,17.0
17:01:13.0,17.0,4.0,,4.0,,172.0,25.0,,27.0,,26.0,
17:01:14.0,5.0,6.0,15.0,3.0,3.0,21.0,19.0,60.0,3.0,14.0,4.0,14.0
17:01:15.0,24.0,9.0,6.0,,9.0,,5.0,21.0,,5.0,,6.0
17:01:16.0,10.0,14.0,18.0,2.0,12.0,12.0,83.0,15.0,36.0,47.0,36.0,46.0
17:01:17.0,85.0,16.0,58.0,,16.0,74.0,31.0,22.0,,31.0,,31.0
17:01:18.0,17.0,8.0,,8.0,,21.0,27.0,,27.0,,28.0,
17:01:19.0,,22.0,116.0,1.0,21.0,9.0,47.0,13.0,13.0,35.0,13.0,36.0
17:01:20.0,14.0,6.0,,6.0,,6.0,2.0,,2.0,,2.0,
17:01:21.0,71.0,20.0,2.0,16.0,4.0,23.0,18.0,,11.0,6.0,12.0,6.0
17:01:22.0,39.0,10.0,18.0,,10.0,25.0,10.0,7.0,,10.0,,9.0
17:01:23.0,42.0,71.0,3.0,62.0,9.0,39.0,11.0,14.0,8.0,3.0,8.0,3.0
17:01:24.0,7.0,18.0,5.0,,18.0,3.0,7.0,17.0,,8.0,,6.0
17:01:25.0,24.0,,,,,29.0,,,,,,
17:01:26.0,5.0,33.0,26.0,10.0,23.0,5.0,5.0,15.0,2.0,2.0,3.0,3.0
17:01:27.0,8.0,3.0,,3.0,,31.0,6.0,,6.0,,6.0,
17:01:28.0,4.0,7.0,3.0,3.0,4.0,25.0,10.0,3.0,10.0,,10.0,
17:01:29.0,29.0,10.0,18.0,,10.0,97.0,2.0,12.0,,2.0,,2.0
17:01:30.0,9.0,35.0,27.0,26.0,9.0,25.0,16.0,16.0,15.0,1.0,15.0,1.0
17:01:31.0,7.0,18.0,36.0,,18.0,1.0,7.0,15.0,,7.0,,6.0
17:01:32.0,12.0,3.0,,3.0,,28.0,3.0,,3.0,,3.0,
17:01:33.0,58.0,22.0,125.0,,22.0,53.0,30.0,77.0,1.0,29.0,1.0,29.0
17:01:34.0,17.0,9.0,,9.0,,54.0,9.0,,11.0,,9.0,
17:01:35.0,7.0,36.0,2.0,31.0,5.0,17.0,10.0,,11.0,1.0,10.0,
17:01:36.0,30.0,6.0,38.0,,6.0,2.0,14.0,55.0,,14.0,,15.0
17:01:37.0,39.0,84.0,21.0,71.0,13.0,43.0,35.0,29.0,34.0,2.0,34.0,2.0
17:01:38.0,47.0,13.0,9.0,,13.0,,3.0,,,7.0,,4.0
17:01:39.0,19.0,,,,,8.0,,,,,,
17:01:40.0,6.0,42.0,20.0,16.0,26.0,22.0,43.0,14.0,26.0,13.0,26.0,16.0
17:01:41.0,59.0,8.0,,8.0,,37.0,10.0,,12.0,,10.0,
17:01:42.0,3.0,8.0,7.0,2.0,6.0,23.0,1.0,9.0,,,,1.0
17:01:43.0,6.0,5.0,9.0,,5.0,4.0,4.0,15.0,,4.0,,4.0
17:01:44.0,35.0,27.0,17.0,15.0,12.0,80.0,20.0,15.0,1.0,18.0,1.0,18.0
17:01:45.0,39.0,15.0,34.0,,15.0,9.0,21.0,15.0,,19.0,,20.0
17:01:46.0,6.0,,,,,20.0,,,,,,
17:01:47.0,7.0,29.0,17.0,6.0,23.0,4.0,40.0,15.0,11.0,29.0,10.0,30.0
17:01:48.0,73.0,16.0,,16.0,,65.0,12.0,,12.0,,12.0,
17:01:49.0,22.0,24.0,48.0,16.0,8.0,11.0,18.0,38.0,9.0,7.0,9.0,9.0
17:01:50.0,8.0,5.0,21.0,,5.0,32.0,4.0,18.0,,4.0,,4.0
17:01:51.0,14.0,15.0,5.0,4.0,11.0,43.0,11.0,6.0,5.0,8.0,5.0,5.0
17:01:52.0,51.0,16.0,18.0,,16.0,34.0,9.0,26.0,,7.0,,10.0
17:01:53.0,17.0,26.0,,26.0,,25.0,8.0,,9.0,,8.0,
17:01:54.0,14.0,35.0,62.0,12.0,23.0,2.0,30.0,110.0,6.0,24.0,6.0,23.0
17:01:55.0,29.0,,,,,11.0,,,,,,
17:01:56.0,34.0,12.0,23.0,5.0,7.0,24.0,21.0,6.0,12.0,10.0,12.0,9.0
17:01:57.0,28.0,5.0,,,5.0,30.0,18.0,9.0,,18.0,,18.0
17:01:58.0,20.0,47.0,6.0,35.0,12.0,30.0,66.0,8.0,58.0,6.0,58.0,10.0
17:01:59.0,5.0,16.0,46.0,,16.0,4.0,42.0,40.0,,43.0,,40.0
17:02:00.0,12.0,15.0,,15.0,,63.0,4.0,,4.0,,4.0,
17:02:01.0,6.0,17.0,28.0,,17.0,17.0,12.0,55.0,,13.0,,17.0
17:02:02.0,56.0,2.0,,2.0,,8.0,5.0,,5.0,,5.0,
17:02:03.0,26.0,41.0,25.0,29.0,12.0,10.0,34.0,11.0,17.0,15.0,17.0,13.0
17:02:04.0,60.0,6.0,14.0,,6.0,56.0,4.0,5.0,,4.0,,3.0
17:02:05.0,28.0,29.0,32.0,21.0,8.0,30.0,57.0,8.0,35.0,22.0,35.0,22.0
17:02:06.0,,21.0,74.0,,21.0,,30.0,46.0,,29.0,,30.0
17:02:08.0,6.0,15.0,36.0,1.0,14.0,26.0,6.0,54.0,1.0,7.0,1.0,6.0
17:02:09.0,65.0,13.0,,13.0,,33.0,2.0,,2.0,,2.0,
17:02:10.0,15.0,63.0,43.0,48.0,15.0,16.0,20.0,32.0,15.0,3.0,16.0,4.0
17:02:11.0,,6.0,4.0,,6.0,7.0,1.0,1.0,,1.0,,1.0
17:02:12.0,23.0,34.0,9.0,30.0,4.0,12.0,40.0,13.0,37.0,3.0,37.0,3.0
17:02:13.0,30.0,24.0,11.0,,24.0,30.0,10.0,5.0,,11.0,,10.0
17:02:14.0,30.0,24.0,,24.0,,60.0,12.0,,12.0,,12.0,
17:02:15.0,4.0,14.0,43.0,,14.0,40.0,33.0,65.0,,33.0,,32.0
17:02:16.0,38.0,,,,,16.0,,,,,,
17:02:17.0,28.0,18.0,7.0,3.0,15.0,6.0,10.0,30.0,2.0,7.0,2.0,9.0
17:02:18.0,65.0,7.0,2.0,,7.0,,14.0,10.0,,14.0,,13.0
17:02:19.0,18.0,32.0,21.0,28.0,4.0,3.0,57.0,33.0,49.0,9.0,48.0,9.0
17:02:20.0,12.0,23.0,26.0,,23.0,41.0,8.0,54.0,,9.0,,8.0
17:02:21.0,9.0,4.0,,4.0,,49.0,12.0,,12.0,,13.0,
17:02:22.0,14.0,15.0,30.0,2.0,13.0,8.0,34.0,65.0,10.0,24.0,10.0,25.0
17:02:23.0,40.0,4.0,,4.0,,1.0,12.0,,13.0,,12.0,
17:02:24.0,16.0,24.0,38.0,10.0,14.0,20.0,56.0,41.0,37.0,21.0,35.0,21.0
17:02:25.0,51.0,8.0,5.0,,8.0,30.0,12.0,13.0,,11.0,,11.0
17:02:26.0,13.0,27.0,5.0,23.0,4.0,31.0,33.0,9.0,28.0,5.0,31.0,5.0
17:02:27.0,,19.0,38.0,,19.0,2.0,46.0,42.0,,47.0,,47.0
17:02:28.0,11.0,24.0,,24.0,,22.0,24.0,,25.0,,25.0,
17:02:29.0,16.0,21.0,142.0,3.0,18.0,23.0,36.0,66.0,6.0,24.0,6.0,25.0
17:02:30.0,28.0,4.0,,4.0,,20.0,7.0,,7.0,,7.0,
17:02:31.0,14.0,22.0,28.0,13.0,9.0,42.0,34.0,30.0,15.0,21.0,15.0,22.0
17:02:32.0,39.0,10.0,7.0,,10.0,16.0,10.0,9.0,,9.0,,9.0
17:02:33.0,42.0,66.0,7.0,60.0,6.0,24.0,24.0,1.0,22.0,2.0,21.0,3.0
17:02:34.0,26.0,18.0,20.0,,18.0,15.0,6.0,5.0,,7.0,,5.0
17:02:35.0,46.0,24.0,,24.0,,34.0,27.0,,27.0,,27.0,
17:02:36.0,5.0,25.0,5.0,6.0,19.0,18.0,11.0,4.0,3.0,7.0,3.0,8.0
17:02:37.0,28.0,2.0,,2.0,,43.0,1.0,,1.0,,1.0,
17:02:38.0,19.0,20.0,3.0,12.0,8.0,51.0,7.0,1.0,3.0,6.0,3.0,4.0
17:02:39.0,54.0,13.0,23.0,,13.0,2.0,11.0,18.0,,8.0,,9.0
17:02:40.0,18.0,6.0,1.0,,6.0,14.0,3.0,6.0,3.0,,3.0,
17:02:41.0,27.0,17.0,27.0,,17.0,23.0,20.0,40.0,,21.0,,20.0
17:02:42.0,36.0,3.0,,3.0,,27.0,1.0,,1.0,,1.0,
17:02:43.0,1.0,23.0,64.0,4.0,19.0,9.0,12.0,49.0,4.0,9.0,4.0,9.0
17:02:44.0,16.0,,,,,33.0,2.0,,2.0,,2.0,
17:02:45.0,24.0,13.0,18.0,4.0,9.0,102.0,12.0,11.0,8.0,3.0,8.0,4.0
17:02:46.0,16.0,11.0,39.0,,11.0,7.0,17.0,41.0,,19.0,,17.0
17:02:47.0,9.0,56.0,3.0,50.0,6.0,28.0,51.0,8.0,41.0,8.0,41.0,12.0
17:02:48.0,11.0,18.0,24.0,,18.0,9.0,19.0,28.0,,19.0,,16.0
17:02:49.0,80.0,2.0,,2.0,,28.0,2.0,,2.0,,2.0,
17:02:50.0,9.0,34.0,13.0,15.0,19.0,17.0,31.0,33.0,20.0,10.0,20.0,12.0
17:02:51.0,67.0,2.0,,2.0,,45.0,7.0,,7.0,,7.0,
17:02:52.0,21.0,30.0,21.0,21.0,9.0,37.0,20.0,15.0,17.0,4.0,17.0,2.0
17:02:53.0,10.0,9.0,47.0,,9.0,12.0,11.0,52.0,,13.0,,11.0
17:02:54.0,9.0,15.0,10.0,7.0,8.0,8.0,23.0,33.0,16.0,5.0,18.0,7.0
17:02:55.0,11.0,19.0,71.0,,19.0,17.0,29.0,64.0,,28.0,,29.0
17:02:56.0,14.0,8.0,,8.0,,4.0,4.0,,4.0,,4.0,
17:02:57.0,14.0,26.0,43.0,7.0,19.0,12.0,37.0,26.0,8.0,29.0,8.0,27.0
17:02:58.0,20.0,9.0,,9.0,,26.0,27.0,,27.0,,27.0,
17:02:59.0,33.0,59.0,17.0,50.0,9.0,48.0,46.0,3.0,42.0,4.0,42.0,4.0
17:03:00.0,8.0,8.0,15.0,,8.0,52.0,,1.0,,,,1.0
17:03:01.0,37.0,30.0,9.0,22.0,8.0,12.0,26.0,,16.0,11.0,16.0,9.0
17:03:02.0,42.0,20.0,15.0,,20.0,34.0,24.0,2.0,,23.0,,24.0
17:03:03.0,57.0,11.0,,11.0,,58.0,1.0,,1.0,,1.0,
17:03:04.0,29.0,23.0,9.0,5.0,18.0,9.0,15.0,21.0,,16.0,,15.0
17:03:05.0,35.0,6.0,,6.0,,15.0,,,,,,
17:03:06.0,45.0,21.0,12.0,15.0,6.0,29.0,12.0,13.0,2.0,11.0,2.0,12.0
17:03:07.0,26.0,11.0,20.0,,11.0,13.0,7.0,38.0,,5.0,,6.0
17:03:08.0,5.0,9.0,39.0,1.0,8.0,3.0,12.0,39.0,9.0,4.0,11.0,2.0
17:03:09.0,,19.0,115.0,,19.0,9.0,24.0,79.0,,23.0,,26.0
17:03:10.0,2.0,,,,,7.0,,,,,,
17:03:11.0,,19.0,29.0,1.0,18.0,,10.0,21.0,2.0,9.0,3.0,7.0
17:03:12.0,12.0,9.0,,9.0,,25.0,31.0,,31.0,,32.0,
17:03:13.0,18.0,88.0,3.0,82.0,6.0,91.0,48.0,1.0,48.0,1.0,47.0,1.0
17:03:14.0,7.0,11.0,1.0,,11.0,48.0,6.0,10.0,,6.0,,4.0
17:03:15.0,8.0,26.0,5.0,18.0,8.0,24.0,20.0,17.0,17.0,4.0,17.0,1.0
17:03:16.0,45.0,18.0,13.0,,18.0,55.0,30.0,49.0,,29.0,,32.0
17:03:17.0,84.0,,,,,34.0,,,,,,
17:03:18.0,42.0,19.0,11.0,,19.0,26.0,16.0,21.0,,15.0,,16.0
17:03:19.0,32.0,2.0,,2.0,,20.0,13.0,,13.0,,13.0,
17:03:20.0,52.0,11.0,5.0,4.0,7.0,14.0,34.0,3.0,28.0,7.0,28.0,6.0
17:03:21.0,28.0,12.0,8.0,,12.0,6.0,10.0,20.0,,9.0,,8.0
17:03:22.0,27.0,13.0,14.0,7.0,6.0,1.0,23.0,23.0,17.0,8.0,17.0,6.0
17:03:23.0,5.0,19.0,137.0,,19.0,3.0,36.0,66.0,,33.0,,36.0
17:03:24.0,16.0,,,,,9.0,,,,,,
17:03:25.0,2.0,20.0,60.0,2.0,18.0,3.0,22.0,100.0,4.0,18.0,5.0,17.0
17:03:26.0,5.0,12.0,1.0,10.0,2.0,12.0,2.0,3.0,2.0,,2.0,
17:03:27.0,18.0,86.0,21.0,79.0,7.0,12.0,37.0,8.0,35.0,2.0,35.0,2.0
17:03:28.0,7.0,10.0,11.0,,10.0,40.0,17.0,1.0,,19.0,,17.0
17:03:29.0,13.0,46.0,1.0,38.0,8.0,36.0,68.0,1.0,63.0,3.0,64.0,4.0
17:03:30.0,9.0,18.0,11.0,1.0,17.0,36.0,32.0,48.0,3.0,29.0,3.0,31.0
17:03:31.0,38.0,20.0,,20.0,,42.0,8.0,,8.0,,8.0,
17:03:32.0,36.0,17.0,7.0,,17.0,23.0,18.0,26.0,,19.0,,17.0
17:03:33.0,68.0,1.0,,,1.0,23.0,6.0,23.0,1.0,7.0,1.0,5.0
17:03:34.0,34.0,13.0,6.0,3.0,10.0,18.0,37.0,23.0,24.0,11.0,24.0,11.0
17:03:35.0,4.0,11.0,45.0,,11.0,12.0,16.0,63.0,,15.0,,16.0
17:03:36.0,9.0,7.0,14.0,,7.0,1.0,8.0,1.0,7.0,1.0,8.0,2.0
17:03:37.0,14.0,15.0,100.0,,15.0,6.0,54.0,28.0,23.0,33.0,23.0,31.0
17:03:38.0,19.0,,,,,31.0,13.0,,13.0,,13.0,
